GrLivArea,LotArea,TotalBsmtSF,BsmtUnfSF,GarageArea,YearBuilt,LotFrontage,YearRemodAdd,BsmtFinSF1,OpenPorchSF,SalePrice
1661,9600,992,161,377,1955,80.0,1996,831,28,165500
2097,9750,1108,133,583,1998,75.0,1998,975,170,274300
2633,11400,2633,1351,804,2001,70.04995836802665,2002,1282,140,466500
1958,10625,1026,1026,936,2005,85.0,2005,0,210,250000
1571,10991,1571,1571,722,2007,89.0,2007,0,36,239000
790,6292,768,384,160,1930,52.0,1950,384,141,91000
1604,10998,984,156,660,1941,60.0,1960,408,68,117000
987,1953,483,174,264,1973,21.0,1973,309,0,83000
1394,9735,384,384,400,2006,73.0,2007,0,0,167500
864,8212,864,661,200,1914,45.0,1950,203,0,58500
2117,12925,1205,340,550,1970,70.04995836802665,1970,865,42,237500
1762,7200,596,596,576,1920,60.0,1950,0,0,157000
1416,25339,816,816,576,1918,70.04995836802665,2007,0,0,112000
1258,9060,560,356,280,1939,60.0,1950,204,0,105000
1154,5436,796,61,240,1922,40.0,2007,735,96,125500
2784,16692,1392,133,564,1978,80.0,1978,790,112,250000
2526,8520,714,0,216,1916,60.0,1950,168,15,136000
1746,14892,1746,426,758,2006,42.0,2007,1320,39,377500
1218,6000,735,360,440,1941,60.0,1950,375,0,131000
1525,9100,1525,125,541,2000,70.0,2000,1400,36,235000
1584,8944,1584,1584,792,1967,65.0,1967,0,152,124000
900,7838,864,95,288,1967,68.0,1967,769,144,123000
1912,10800,482,482,672,1905,60.0,2000,0,25,163000
1500,4045,1356,286,648,2006,53.0,2006,1070,20,246578
2482,12665,1094,1094,642,2005,88.0,2006,0,39,281213
1687,57200,747,60,572,1948,70.04995836802665,1950,353,0,160000
1513,6120,939,939,180,1920,51.0,2004,0,0,137500
1904,7200,1208,676,240,1950,60.0,1982,180,0,138000
1608,6171,976,712,216,1925,51.0,1990,264,16,137450
1158,6000,862,862,208,1929,50.0,1950,0,0,120000
1593,7415,839,80,398,2004,62.0,2004,759,75,193000
1294,6762,1286,1286,662,2006,64.0,2006,0,55,193879
1464,15256,1485,556,754,2007,49.0,2007,929,160,282922
1214,10410,672,672,936,1915,60.0,1950,0,0,105000
1646,3842,1594,221,482,2004,44.0,2005,1373,53,275000
768,8445,768,112,396,1972,70.0,2007,656,0,133000
833,8780,833,208,0,1985,70.04995836802665,1985,625,0,112000
1363,7740,622,622,528,1910,60.0,1950,0,0,125500
2093,20544,791,791,542,1986,46.0,1991,0,63,215000
1840,12420,944,278,622,2001,79.0,2001,666,45,230000
1668,9600,856,736,271,1950,80.0,2005,120,0,140000
1040,7200,0,0,420,1949,60.0,1950,0,0,90000
1844,10994,1844,868,620,2005,88.0,2006,976,44,257000
1848,13053,833,833,370,1923,64.0,2000,0,0,207000
1569,3635,1386,398,660,2007,51.0,2007,988,20,175900
2290,11340,777,777,560,1885,60.0,1950,0,0,122500
2450,16545,1284,503,1069,1998,70.04995836802665,1998,781,126,340000
1144,9204,1144,247,336,1963,71.0,1963,25,88,124000
1844,16381,1844,734,540,1969,70.04995836802665,1969,1110,73,223000
1416,11700,708,304,776,1968,90.0,1968,404,169,179900
1069,4043,1069,709,440,1977,53.0,1977,360,55,127500
848,4435,848,162,420,2003,37.0,2003,686,0,136500
2201,19690,697,697,432,1966,70.04995836802665,1966,0,236,274970
1344,9503,1024,193,484,1958,70.04995836802665,1983,457,28,144000
1252,10721,1252,1252,528,1959,80.0,1959,0,39,142000
2127,10944,1223,223,525,1994,81.0,1994,1000,132,271000
1558,10930,913,333,288,1945,60.0,1950,580,0,140000
804,7200,788,278,240,1940,60.0,1992,510,0,119000
1440,12546,1440,762,467,1981,70.04995836802665,1981,678,0,182900
1838,21930,732,732,372,2005,60.0,2005,0,40,192140
958,4928,958,0,440,1976,70.04995836802665,1976,958,60,143750
968,10800,656,656,216,1927,60.0,2007,0,0,64500
1792,10261,936,936,451,2000,93.0,2000,0,0,186500
1126,17400,1126,190,484,1977,80.0,1977,936,41,160000
1537,8400,1319,1319,462,1962,80.0,2005,0,36,174000
864,9000,864,248,528,1971,60.0,1971,616,0,120500
1932,12444,1932,596,774,2008,96.0,2008,1336,66,394617
1236,7407,912,312,923,1957,90.0,1996,600,158,149700
1725,11584,539,114,550,1979,80.0,1979,315,88,197000
2555,11526,588,588,672,1922,79.0,1994,0,0,191000
848,4426,848,151,420,2004,70.04995836802665,2004,697,0,149300
2007,11003,1017,252,812,2008,85.0,2008,765,52,310000
952,8854,952,952,192,1916,70.04995836802665,1950,0,98,121000
1422,8500,1422,1422,626,2004,63.0,2004,0,60,179600
913,8400,814,0,240,1966,70.0,1966,187,0,129000
1188,26142,1188,595,312,1962,70.04995836802665,1962,593,39,157900
2090,10000,1220,141,556,1995,80.0,1996,1079,65,240000
1346,11767,560,560,384,1910,70.0,2000,0,24,112000
630,1533,630,77,0,1970,21.0,1970,553,0,92000
1792,9000,896,896,0,1974,60.0,1974,0,45,136000
1578,9262,1573,1573,840,2008,78.0,2009,0,36,287090
1072,3675,547,0,525,2005,35.0,2005,547,28,145000
1140,17217,1140,1140,0,2006,90.0,2006,0,56,84500
1221,7500,1221,811,400,2004,62.0,2005,410,113,185000
1647,7917,953,953,460,1999,62.0,2000,0,40,175000
2073,13175,1542,589,500,1978,85.0,1988,790,0,210000
2340,9042,1152,877,252,1941,66.0,2006,275,60,266500
1078,9717,1078,0,240,1950,68.0,1996,49,0,142125
1256,9937,1256,136,276,1965,75.0,1965,830,68,147500
